Id;AvgPathLength;HasLoop;AvgCountLoop;CountReqEcCovered;EdgeCoverage;CountReqPcCovered;PrimePathCoverage
net.objecthunter.exp4j.ExpressionTest.testExpression1();22;1;3;15;0.35714285714285715;1;0.013333333333333334
net.objecthunter.exp4j.ExpressionTest.testFactorial();35.333333333333336;1;4.333333333333333;18;0.42857142857142855;1;0.013333333333333334
net.objecthunter.exp4j.ExpressionTest.testClearVariables();20;1;1.5;20;0.47619047619047616;2;0.02666666666666667
net.objecthunter.exp4j.ExpressionValidateTest.testValidateNumber();13;1;1;12;0.2727272727272727;2;0.011235955056179775
net.objecthunter.exp4j.ExpressionValidateTest.testValidateFunctionWithTwoAndThreeArgumentsAndMultipleOperator();52;1;8;19;0.4318181818181818;9;0.05056179775280899
net.objecthunter.exp4j.ExpressionValidateTest.testValidateFunctionWithTwoArgumentsAndOperator();38;1;5;23;0.5227272727272727;13;0.07303370786516854
net.objecthunter.exp4j.ExpressionValidateTest.testValidateFunctionWithTwoArguments();27;1;3;19;0.4318181818181818;9;0.05056179775280899
net.objecthunter.exp4j.ExpressionBuilderTest.testExpressionBuilder1();17;1;4;10;0.7142857142857143;3;0.5
net.objecthunter.exp4j.ExpressionBuilderTest.testValidationDocExample();19;1;5;10;0.7142857142857143;3;0.5
net.objecthunter.exp4j.ExpressionBuilderTest.testExpressionBuilder16();21;1;6;10;0.7142857142857143;3;0.5
net.objecthunter.exp4j.ExpressionBuilderTest.testExpressionBuilder17();21;1;6;10;0.7142857142857143;3;0.5
net.objecthunter.exp4j.ExpressionBuilderTest.testExpressionBuilder18();21;1;6;10;0.7142857142857143;3;0.5
net.objecthunter.exp4j.ExpressionBuilderTest.testExpressionBuilder2();19;1;5;10;0.7142857142857143;3;0.5
net.objecthunter.exp4j.ExpressionBuilderTest.testExpressionBuilder19();21;1;6;10;0.7142857142857143;3;0.5
net.objecthunter.exp4j.ExpressionBuilderTest.testFunction1();19;1;5;10;0.7142857142857143;3;0.5
net.objecthunter.exp4j.ExpressionBuilderTest.testFunction2();19;1;5;10;0.7142857142857143;3;0.5
net.objecthunter.exp4j.ExpressionBuilderTest.testFunction3();19;1;5;10;0.7142857142857143;3;0.5
net.objecthunter.exp4j.ExpressionBuilderTest.testFunction4();19;1;5;10;0.7142857142857143;3;0.5
net.objecthunter.exp4j.ExpressionBuilderTest.testFunction5();19;1;5;10;0.7142857142857143;3;0.5
net.objecthunter.exp4j.ExpressionBuilderTest.testFunction6();19;1;5;10;0.7142857142857143;3;0.5
net.objecthunter.exp4j.ExpressionBuilderTest.testFunction7();19;1;5;10;0.7142857142857143;3;0.5
net.objecthunter.exp4j.ExpressionBuilderTest.testExpressionBuilder3();19;1;5;10;0.7142857142857143;3;0.5
net.objecthunter.exp4j.ExpressionBuilderTest.testOperators1();17;1;4;10;0.7142857142857143;3;0.5
net.objecthunter.exp4j.ExpressionBuilderTest.testExpressionBuilder4();17;1;4;10;0.7142857142857143;3;0.5
net.objecthunter.exp4j.ExpressionBuilderTest.testOperators2();17;1;4;10;0.7142857142857143;3;0.5
net.objecthunter.exp4j.ExpressionBuilderTest.testOperators3();17;1;4;10;0.7142857142857143;3;0.5
net.objecthunter.exp4j.ExpressionBuilderTest.testModulo1();17;1;4;10;0.7142857142857143;3;0.5
net.objecthunter.exp4j.ExpressionBuilderTest.testOperators4();17;1;4;10;0.7142857142857143;3;0.5
net.objecthunter.exp4j.ExpressionBuilderTest.testExpressionBuilder01();21;1;6;10;0.7142857142857143;3;0.5
net.objecthunter.exp4j.ExpressionBuilderTest.testExpressionBuilder02();21;1;6;10;0.7142857142857143;3;0.5
net.objecthunter.exp4j.ExpressionBuilderTest.testExpressionBuilder03();21;1;6;10;0.7142857142857143;3;0.5
net.objecthunter.exp4j.ExpressionBuilderTest.testExpressionBuilder04();21;1;6;10;0.7142857142857143;3;0.5
net.objecthunter.exp4j.ExpressionBuilderTest.testExpressionBuilder05();19;1;5;10;0.7142857142857143;3;0.5
net.objecthunter.exp4j.ExpressionBuilderTest.testExpressionBuilder06();23;1;7;10;0.7142857142857143;3;0.5
